日期,測站,測項,4,5,6,7,8,9
2014/7/1,豐原,NMHC,0.07,0.06,0.06,0.1,0.34,0.49
2014/7/1,豐原,NO,0.8,3.8,2.7,3.8,3.1,2.4
2014/7/1,豐原,NO2,2.7,5.8,4.7,5,8.2,11
2014/7/1,豐原,NOx,3.5,9.7,7.4,8.8,11,13
2014/7/1,豐原,O3,18,14,17,20,29,46
2014/7/1,豐原,PM10,35,22,16,33,38,70
2014/7/1,豐原,PM2.5,3,2,2,5,14,41
2014/7/1,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/7/1,豐原,RH,83,86,84,80,76,70
2014/7/1,豐原,SO2,1.7,1.9,2.4,3.5,5,5.3
2014/7/1,豐原,THC,1.7,1.8,1.7,1.7,1.9,2.1
2014/7/1,豐原,WD_HR,165,175,185,188,198,202
2014/7/1,豐原,WIND_DIREC,120,175,186,173,195,200
2014/7/1,豐原,WIND_SPEED,0.9,1.8,2.6,3.1,4.2,4.6
2014/7/1,豐原,WS_HR,0.9,1.5,2.2,3,3.9,4.1
2014/7/2,豐原,AMB_TEMP,27,27,28,29,30,31
2014/7/2,豐原,CH4,1.6,1.6,1.6,1.5,1.6,1.5
2014/7/2,豐原,CO,0.15,0.16,0.21,0.35,0.39,0.4
2014/7/2,豐原,NMHC,0.03,0.02,0.05,0.22,0.35,0.27
2014/7/2,豐原,NO,1.5,1.9,3.3,3.5,4.2,3.2
2014/7/2,豐原,NO2,2.6,2.8,4.2,5.6,9,7.1
2014/7/2,豐原,NOx,4.1,4.6,7.6,9.1,13,10
2014/7/2,豐原,O3,18,18,18,22,29,39
2014/7/2,豐原,PM10,29,39,42,40,20,37
2014/7/2,豐原,PM2.5,10,20,25,21,10,15
2014/7/2,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/7/2,豐原,RH,86,85,81,73,66,61
2014/7/2,豐原,SO2,2.2,2.6,2.9,3,4.3,4.9
2014/7/2,豐原,THC,1.6,1.6,1.6,1.8,1.9,1.8
2014/7/2,豐原,WD_HR,183,171,180,199,199,198
2014/7/2,豐原,WIND_DIREC,181,160,186,196,206,201
2014/7/2,豐原,WIND_SPEED,3.2,2.9,2.7,3.7,3.7,3.8
2014/7/2,豐原,WS_HR,2.8,2.9,2.7,2.9,3.7,3.4
2014/7/3,豐原,AMB_TEMP,27,27,28,29,31,32
2014/7/3,豐原,CH4,1.6,1.6,1.6,1.6,1.6,1.6
2014/7/3,豐原,CO,0.15,0.18,0.25,0.27,0.3,0.3
2014/7/3,豐原,NMHC,0.04,0.05,0.08,0.09,0.25,0.3
2014/7/3,豐原,NO,1.5,2,4.2,3.4,4,3.7
2014/7/3,豐原,NO2,5.2,5.2,6.4,5,8,9.7
2014/7/3,豐原,NOx,6.6,7.2,11,8.5,12,13
2014/7/3,豐原,O3,11,12,14,18,23,37
2014/7/3,豐原,PM10,31,19,19,25,42,59
2014/7/3,豐原,PM2.5,25,7,7,7,15,20
2014/7/3,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/7/3,豐原,RH,87,86,83,75,67,62
2014/7/3,豐原,SO2,1.6,1.9,2.1,2.6,4.5,4.1
2014/7/3,豐原,THC,1.6,1.6,1.7,1.6,1.8,1.9
2014/7/3,豐原,WD_HR,187,186,186,188,201,199
2014/7/3,豐原,WIND_DIREC,184,190,188,186,200,204
2014/7/3,豐原,WIND_SPEED,3.1,3.2,3.3,3,3.8,4.2
2014/7/3,豐原,WS_HR,3.3,3.6,2.7,2.8,3.3,3.9
2014/7/4,豐原,AMB_TEMP,27,27,28,29,30,31
2014/7/4,豐原,CH4,1.7,1.6,1.6,1.6,1.6,1.6
2014/7/4,豐原,CO,0.39,0.34,0.36,0.33,0.38,0.43
2014/7/4,豐原,NMHC,0.19,0.15,0.15,0.12,0.35,0.22
2014/7/4,豐原,NO,3.5,3.2,4.1,4.7,3.8,2.3
2014/7/4,豐原,NO2,11,9.7,8.1,8.3,11,10
2014/7/4,豐原,NOx,14,13,12,13,14,13
2014/7/4,豐原,O3,2,4.2,7,14,31,52
2014/7/4,豐原,PM10,80,67,54,32,51,65
2014/7/4,豐原,PM2.5,36,37,31,29,41,50
2014/7/4,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/7/4,豐原,RH,87,86,85,80,73,69
2014/7/4,豐原,SO2,2,2.5,2.7,3.4,4.2,3.4
2014/7/4,豐原,THC,1.9,1.8,1.8,1.7,2,1.8
2014/7/4,豐原,WD_HR,120,126,111,178,207,199
2014/7/4,豐原,WIND_DIREC,124,130,83,177,186,314
2014/7/4,豐原,WIND_SPEED,1.5,0.8,0.9,1.9,1.6,1.7
2014/7/4,豐原,WS_HR,1.3,1.2,1,1.7,2,1
2014/7/5,豐原,AMB_TEMP,26,26,27,28,28,30
2014/7/5,豐原,CH4,1.7,1.7,1.7,1.7,1.6,1.6
2014/7/5,豐原,CO,0.57,0.58,0.63,0.75,0.64,0.44
2014/7/5,豐原,NMHC,0.23,0.22,0.28,0.41,0.26,0.22
2014/7/5,豐原,NO,3.9,3.8,4.8,8.1,5.9,4.1
2014/7/5,豐原,NO2,16,15,13,17,17,16
2014/7/5,豐原,NOx,20,18,18,25,23,20
2014/7/5,豐原,O3,1.3,3.1,3.7,5.2,16,32
2014/7/5,豐原,PM10,47,39,40,50,67,77
2014/7/5,豐原,PM2.5,31,53,51,64,30,28
2014/7/5,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/7/5,豐原,RH,90,89,88,84,79,73
2014/7/5,豐原,SO2,2.1,2.8,3.2,3,5.4,7.4
2014/7/5,豐原,THC,1.9,1.9,1.9,2.1,1.9,1.8
2014/7/5,豐原,WD_HR,106,114,99,1.6,356,4.1
2014/7/5,豐原,WIND_DIREC,108,114,126,15,330,49
2014/7/5,豐原,WIND_SPEED,2,1.5,0.9,0.8,1,1.1
2014/7/5,豐原,WS_HR,1.8,1.7,0.8,0.4,0.4,0.4
2014/7/6,豐原,AMB_TEMP,26,27,28,29,31,32
2014/7/6,豐原,CH4,1.6,1.6,1.7,1.6,1.6,1.6
2014/7/6,豐原,CO,0.25,0.38,0.6,0.39,0.29,0.28
2014/7/6,豐原,NMHC,0.07,0.16,0.26,0.2,0.08,0.08
2014/7/6,豐原,NO,1,1.5,4.7,2.7,1.2,0.7
2014/7/6,豐原,NO2,8,10,13,9.9,5.8,6
2014/7/6,豐原,NOx,9,12,17,13,7,6.7
2014/7/6,豐原,O3,8.9,7.4,9.5,26,43,60
2014/7/6,豐原,PM10,30,34,24,38,40,45
2014/7/6,豐原,PM2.5,13,13,24,25,26,23
2014/7/6,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/7/6,豐原,RH,86,84,82,71,62,60
2014/7/6,豐原,SO2,2,2.4,2.6,3.2,1.8,1.7
2014/7/6,豐原,THC,1.7,1.8,1.9,1.8,1.7,1.7
2014/7/6,豐原,WD_HR,118,106,139,201,205,324
2014/7/6,豐原,WIND_DIREC,118,45,202,168,319,316
2014/7/6,豐原,WIND_SPEED,2.3,0.7,1.4,1.8,1.1,2.5
2014/7/6,豐原,WS_HR,2.3,1.4,0.7,1.5,1,1.2
2014/7/7,豐原,AMB_TEMP,28,27,28,29,30,32
2014/7/7,豐原,CH4,1.6,1.6,1.6,1.6,1.6,1.6
2014/7/7,豐原,CO,0.17,0.22,0.24,0.26,0.21,0.21
2014/7/7,豐原,NMHC,0.05,0.1,0.09,0.09,0.1,0.06
2014/7/7,豐原,NO,1.9,2,2.7,3,2.8,2.1
2014/7/7,豐原,NO2,4.1,7.5,6.8,6.7,5.6,3.5
2014/7/7,豐原,NOx,6,9.5,9.6,9.7,8.4,5.6
2014/7/7,豐原,O3,28,20,24,27,35,39
2014/7/7,豐原,PM10,33,22,35,40,44,33
2014/7/7,豐原,PM2.5,15,21,14,20,22,20
2014/7/7,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/7/7,豐原,RH,77,80,79,74,66,57
2014/7/7,豐原,SO2,2.4,2.3,1.9,2.1,1.3,0.6
2014/7/7,豐原,THC,1.6,1.7,1.7,1.7,1.7,1.6
2014/7/7,豐原,WD_HR,88,61,62,39,51,138
2014/7/7,豐原,WIND_DIREC,79,51,51,319,82,195
2014/7/7,豐原,WIND_SPEED,0.8,1.1,1.5,1.7,1.9,2.3
2014/7/7,豐原,WS_HR,0.9,0.6,0.9,0.8,0.5,0.8
2014/7/8,豐原,AMB_TEMP,27,28,28,29,28,28
2014/7/8,豐原,CH4,1.5,1.5,1.5,1.6,1.6,1.6
2014/7/8,豐原,CO,0.11,0.1,0.12,0.17,0.21,0.22
2014/7/8,豐原,NMHC,0.04,0.01,0.02,0.04,0.08,0.08
2014/7/8,豐原,NO,1.6,1.6,1.6,2.2,2.8,2.1
2014/7/8,豐原,NO2,3.7,2.9,2.5,3.8,6.1,4.7
2014/7/8,豐原,NOx,5.3,4.5,4.1,6,8.9,6.8
2014/7/8,豐原,O3,9.6,15,19,19,21,28
2014/7/8,豐原,PM10,4,14,16,30,28,51
2014/7/8,豐原,PM2.5,0,0,4,4,7,4
2014/7/8,豐原,RAINFALL,NR,NR,NR,NR,0.6,NR
2014/7/8,豐原,RH,81,78,79,79,85,87
2014/7/8,豐原,SO2,2,1.9,1.2,1.1,1.2,1.2
2014/7/8,豐原,THC,1.6,1.5,1.6,1.6,1.7,1.7
2014/7/8,豐原,WD_HR,99,86,86,120,121,277
2014/7/8,豐原,WIND_DIREC,65,80,93,129,257,271
2014/7/8,豐原,WIND_SPEED,2.7,3.2,3.5,3.6,3.5,4.2
2014/7/8,豐原,WS_HR,0.9,1.5,1.6,0.7,0.3,0.9
2014/7/9,豐原,AMB_TEMP,28,28,28,29,30,32
2014/7/9,豐原,CH4,1.6,1.6,1.6,1.6,1.6,1.6
2014/7/9,豐原,CO,0.19,0.2,0.21,0.27,0.23,0.26
2014/7/9,豐原,NMHC,0.03,0.04,0.03,0.05,0.07,0.42
2014/7/9,豐原,NO,1.3,1.7,2.3,2.7,2.7,2.7
2014/7/9,豐原,NO2,4.4,4.5,3.2,3.6,3.2,5.2
2014/7/9,豐原,NOx,5.6,6.3,5.5,6.2,6,7.9
2014/7/9,豐原,O3,20,19,24,31,34,41
2014/7/9,豐原,PM10,54,46,36,24,40,35
2014/7/9,豐原,PM2.5,20,18,25,17,21,22
2014/7/9,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/7/9,豐原,RH,83,80,77,75,69,62
2014/7/9,豐原,SO2,2.5,2.1,1.1,0.8,0.6,0.8
2014/7/9,豐原,THC,1.6,1.7,1.6,1.6,1.6,2
2014/7/9,豐原,WD_HR,168,175,173,182,182,201
2014/7/9,豐原,WIND_DIREC,165,176,181,184,189,199
2014/7/9,豐原,WIND_SPEED,3.5,3.4,3.8,4.4,3.9,5.4
2014/7/9,豐原,WS_HR,3.4,3.1,3.4,3.8,4.5,4.4
2014/7/10,豐原,AMB_TEMP,29,28,29,29,30,31
2014/7/10,豐原,CH4,1.6,1.6,1.6,1.6,1.6,1.6
2014/7/10,豐原,CO,0.2,0.18,0.21,0.29,0.31,0.23
2014/7/10,豐原,NMHC,0.09,0.07,0.08,0.11,0.33,0.42
2014/7/10,豐原,NO,1.5,1.7,5,3.8,4.9,3.5
2014/7/10,豐原,NO2,7.4,6.7,8.7,7.2,8.5,6.8
2014/7/10,豐原,NOx,8.8,8.4,14,11,13,10
2014/7/10,豐原,O3,13,15,12,14,19,29
2014/7/10,豐原,PM10,36,37,34,46,28,31
2014/7/10,豐原,PM2.5,10,9,7,16,10,9
2014/7/10,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/7/10,豐原,RH,85,85,84,81,75,67
2014/7/10,豐原,SO2,4.4,3.4,2.9,2.8,2.3,1.6
2014/7/10,豐原,THC,1.7,1.6,1.7,1.7,1.9,2
2014/7/10,豐原,WD_HR,194,193,195,196,203,194
2014/7/10,豐原,WIND_DIREC,193,192,194,196,202,175
2014/7/10,豐原,WIND_SPEED,3.4,4.2,3.6,3.5,4.1,3.6
2014/7/10,豐原,WS_HR,3.4,3.6,3.9,3.8,3.7,4.1
2014/7/11,豐原,AMB_TEMP,27,28,28,29,30,32
2014/7/11,豐原,CH4,1.7,1.6,1.6,1.6,1.6,1.6
2014/7/11,豐原,CO,0.23,0.3,0.35,0.35,0.37,0.35
2014/7/11,豐原,NMHC,0.11,0.12,0.11,0.15,0.33,0.37
2014/7/11,豐原,NO,1,1.6,4.7,4.3,2.8,2.3
2014/7/11,豐原,NO2,9.8,11,9.4,7,9.5,8.5
2014/7/11,豐原,NOx,11,13,14,11,12,11
2014/7/11,豐原,O3,8.7,8.2,11,18,29,39
2014/7/11,豐原,PM10,30,24,9,12,26,51
2014/7/11,豐原,PM2.5,2,3,3,8,5,14
2014/7/11,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/7/11,豐原,RH,84,84,83,78,70,62
2014/7/11,豐原,SO2,4.3,7.4,6.3,4,3.3,2.8
2014/7/11,豐原,THC,1.8,1.7,1.7,1.7,1.9,2
2014/7/11,豐原,WD_HR,175,178,190,189,195,203
2014/7/11,豐原,WIND_DIREC,178,181,192,190,198,204
2014/7/11,豐原,WIND_SPEED,2.6,2.7,2.7,3.3,3.5,4.9
2014/7/11,豐原,WS_HR,2.2,2.5,2.7,2.6,3.3,4.4
2014/7/12,豐原,AMB_TEMP,27,27,27,29,30,32
2014/7/12,豐原,CH4,1.6,1.6,1.6,1.6,1.6,1.6
2014/7/12,豐原,CO,0.3,0.33,0.3,0.31,0.33,0.31
2014/7/12,豐原,NMHC,0.07,0.08,0.07,0.13,0.3,0.57
2014/7/12,豐原,NO,1.1,2.4,2.8,3.4,2.6,2.3
2014/7/12,豐原,NO2,8.3,8.8,5.9,5.5,6,7.4
2014/7/12,豐原,NOx,9.3,11,8.7,8.9,8.6,9.8
2014/7/12,豐原,O3,9.1,8.4,13,18,27,36
2014/7/12,豐原,PM10,27,41,34,40,20,47
2014/7/12,豐原,PM2.5,4,9,13,11,13,6
2014/7/12,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/7/12,豐原,RH,87,87,85,78,71,61
2014/7/12,豐原,SO2,4.7,5.7,3.7,3.3,2.2,2.1
2014/7/12,豐原,THC,1.7,1.7,1.6,1.7,1.9,2.1
2014/7/12,豐原,WD_HR,169,174,177,199,200,201
2014/7/12,豐原,WIND_DIREC,165,178,199,208,196,198
2014/7/12,豐原,WIND_SPEED,2.5,2.4,4.3,3.7,4.4,5
2014/7/12,豐原,WS_HR,2.6,2.5,2.9,3.8,3.7,4.1
2014/7/13,豐原,AMB_TEMP,28,28,29,30,31,32
2014/7/13,豐原,CH4,1.6,1.6,1.6,1.5,1.6,1.6
2014/7/13,豐原,CO,0.16,0.19,0.24,0.26,0.28,0.23
2014/7/13,豐原,NMHC,0.02,0.03,0.05,0.07,0.1,0.12
2014/7/13,豐原,NO,1.7,2.4,3.4,3.8,3.3,2.8
2014/7/13,豐原,NO2,3.9,4.8,4.6,4.1,5.1,5.1
2014/7/13,豐原,NOx,5.7,7.2,8,7.9,8.4,7.9
2014/7/13,豐原,O3,15,14,15,18,27,33
2014/7/13,豐原,PM10,27,23,6,4,4,7
2014/7/13,豐原,PM2.5,10,11,18,11,11,8
2014/7/13,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/7/13,豐原,RH,77,76,71,65,60,55
2014/7/13,豐原,SO2,2.9,3,2.3,3.5,2.2,1.8
2014/7/13,豐原,THC,1.6,1.6,1.6,1.6,1.7,1.7
2014/7/13,豐原,WD_HR,179,177,186,199,198,200
2014/7/13,豐原,WIND_DIREC,184,176,196,205,192,202
2014/7/13,豐原,WIND_SPEED,3.4,3,3.3,3.9,4.3,5.1
2014/7/13,豐原,WS_HR,2.6,2.5,2.7,3.8,4.2,4.5
2014/7/14,豐原,AMB_TEMP,28,28,28,29,30,32
2014/7/14,豐原,CH4,1.6,1.6,1.5,1.5,1.6,1.6
2014/7/14,豐原,CO,0.11,0.12,0.15,0.26,0.32,0.29
2014/7/14,豐原,NMHC,0.02,0.02,0.03,0.19,0.53,0.51
2014/7/14,豐原,NO,0.7,1.5,1.8,2.5,2.9,3.2
2014/7/14,豐原,NO2,4.8,3.8,3.7,4.7,7.1,9.2
2014/7/14,豐原,NOx,5.5,5.3,5.4,7.3,10,12
2014/7/14,豐原,O3,15,15,15,16,24,34
2014/7/14,豐原,PM10,16,12,5,12,17,18
2014/7/14,豐原,PM2.5,3,3,6,6,12,7
2014/7/14,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/7/14,豐原,RH,85,85,82,79,69,61
2014/7/14,豐原,SO2,2.5,1.9,1.1,1,1.9,3.1
2014/7/14,豐原,THC,1.6,1.6,1.6,1.7,2.1,2.1
2014/7/14,豐原,WD_HR,182,180,188,192,202,202
2014/7/14,豐原,WIND_DIREC,183,180,186,199,205,204
2014/7/14,豐原,WIND_SPEED,3.9,2.6,2.7,3.2,5.6,4.2
2014/7/14,豐原,WS_HR,3.1,2.9,2.8,2.7,4.4,4.4
2014/7/15,豐原,AMB_TEMP,28,28,28,29,30,31
2014/7/15,豐原,CH4,1.7,1.7,1.6,1.6,1.6,1.6
2014/7/15,豐原,CO,0.24,0.26,0.26,0.33,0.32,0.32
2014/7/15,豐原,NMHC,0.15,0.14,0.13,0.14,0.4,0.44
2014/7/15,豐原,NO,1.7,2.1,4.9,5,4.1,3.5
2014/7/15,豐原,NO2,9.4,9.9,8.7,8.1,9.6,10
2014/7/15,豐原,NOx,11,12,14,13,14,14
2014/7/15,豐原,O3,3.8,3.8,6.6,12,21,33
2014/7/15,豐原,PM10,23,33,42,45,46,53
2014/7/15,豐原,PM2.5,15,13,9,7,21,21
2014/7/15,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/7/15,豐原,RH,85,84,83,81,73,67
2014/7/15,豐原,SO2,2.9,3.2,3.7,3.7,3.8,3.4
2014/7/15,豐原,THC,1.8,1.8,1.8,1.7,2,2
2014/7/15,豐原,WD_HR,158,164,188,184,204,199
2014/7/15,豐原,WIND_DIREC,156,167,184,185,203,199
2014/7/15,豐原,WIND_SPEED,1,1.3,2.5,2.5,3.3,3
2014/7/15,豐原,WS_HR,1,1.1,2.3,1.9,2.9,2.7
2014/7/16,豐原,AMB_TEMP,26,25,26,28,29,30
2014/7/16,豐原,CH4,1.6,1.6,1.6,1.6,1.6,1.6
2014/7/16,豐原,CO,0.24,0.24,0.33,0.42,0.28,0.27
2014/7/16,豐原,NMHC,0.08,0.08,0.11,0.14,0.12,0.13
2014/7/16,豐原,NO,1.7,1.9,2.6,5.2,2.6,3
2014/7/16,豐原,NO2,9.1,7.2,6.7,10,8.2,10
2014/7/16,豐原,NOx,11,9,9.3,15,11,13
2014/7/16,豐原,O3,5.9,7.7,8.8,13,24,29
2014/7/16,豐原,PM10,29,29,28,24,31,37
2014/7/16,豐原,PM2.5,10,10,13,11,8,8
2014/7/16,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/7/16,豐原,RH,83,82,82,73,65,60
2014/7/16,豐原,SO2,2,1.8,2.1,2.5,4.1,6.7
2014/7/16,豐原,THC,1.7,1.6,1.7,1.7,1.7,1.7
2014/7/16,豐原,WD_HR,107,108,99,53,55,313
2014/7/16,豐原,WIND_DIREC,112,110,77,62,34,324
2014/7/16,豐原,WIND_SPEED,1.6,1.7,1.2,1.1,1.6,1.6
2014/7/16,豐原,WS_HR,1.7,1.6,1.5,0.5,0.8,1.3
2014/7/17,豐原,AMB_TEMP,26,26,27,28,30,31
2014/7/17,豐原,CH4,1.6,1.6,1.7,1.7,1.6,1.6
2014/7/17,豐原,CO,0.29,0.37,0.46,0.46,0.38,0.37
2014/7/17,豐原,NMHC,0.13,0.17,0.22,0.23,0.2,0.22
2014/7/17,豐原,NO,1.4,1.7,5.2,4.8,2.4,1.5
2014/7/17,豐原,NO2,6.2,7.7,12,12,8.6,7.4
2014/7/17,豐原,NOx,7.5,9.4,17,17,11,8.9
2014/7/17,豐原,O3,9.8,6.2,7,24,47,72
2014/7/17,豐原,PM10,52,39,32,54,60,60
2014/7/17,豐原,PM2.5,29,22,20,26,29,29
2014/7/17,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/7/17,豐原,RH,91,91,87,80,72,62
2014/7/17,豐原,SO2,1.4,1.5,2.3,3.2,2.7,3
2014/7/17,豐原,THC,1.7,1.8,1.9,1.9,1.8,1.8
2014/7/17,豐原,WD_HR,110,107,84,78,7.7,216
2014/7/17,豐原,WIND_DIREC,115,119,22,247,318,217
2014/7/17,豐原,WIND_SPEED,1.6,1.6,0.7,1.1,1.4,2.6
2014/7/17,豐原,WS_HR,1.5,1.3,0.5,0.4,0.6,0.6
2014/7/18,豐原,AMB_TEMP,26,26,27,30,32,33
2014/7/18,豐原,CH4,1.6,1.6,1.6,1.6,1.6,1.6
2014/7/18,豐原,CO,0.22,0.26,0.35,0.4,0.36,0.48
2014/7/18,豐原,NMHC,0.11,0.11,0.19,0.16,0.18,0.34
2014/7/18,豐原,NO,0.6,0.5,1.2,2.4,2.1,1.6
2014/7/18,豐原,NO2,7,7.2,8.2,9.5,9.4,13
2014/7/18,豐原,NOx,7.5,7.7,9.4,12,11,14
2014/7/18,豐原,O3,18,20,22,32,44,67
2014/7/18,豐原,PM10,31,40,48,64,48,33
2014/7/18,豐原,PM2.5,24,15,8,16,24,25
2014/7/18,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/7/18,豐原,RH,85,84,80,68,56,53
2014/7/18,豐原,SO2,1.9,1.7,2,2.5,2.6,2.8
2014/7/18,豐原,THC,1.7,1.7,1.8,1.8,1.8,2
2014/7/18,豐原,WD_HR,119,111,82,84,198,196
2014/7/18,豐原,WIND_DIREC,118,88,70,238,196,191
2014/7/18,豐原,WIND_SPEED,1.9,1.4,1.2,1.5,2.1,2.7
2014/7/18,豐原,WS_HR,1.8,1.4,1.1,0.1,2,2.2
2014/7/19,豐原,AMB_TEMP,26,26,26,28,29,30
2014/7/19,豐原,CH4,1.6,1.6,1.6,1.6,1.5,1.6
2014/7/19,豐原,CO,0.17,0.24,0.34,0.31,0.17,0.18
2014/7/19,豐原,NMHC,0.03,0.06,0.11,0.09,0.04,0.06
2014/7/19,豐原,NO,1.3,2,2.2,4.2,2.4,2.2
2014/7/19,豐原,NO2,3.5,5.5,6.2,6.8,4,4.9
2014/7/19,豐原,NOx,4.9,7.4,8.4,11,6.4,7.1
2014/7/19,豐原,O3,9.2,7.4,7.2,11,21,25
2014/7/19,豐原,PM10,10,19,27,41,33,40
2014/7/19,豐原,PM2.5,12,16,16,16,15,14
2014/7/19,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/7/19,豐原,RH,90,91,89,80,71,67
2014/7/19,豐原,SO2,1.3,1.2,1.8,2.3,2.1,2.6
2014/7/19,豐原,THC,1.6,1.6,1.7,1.7,1.6,1.6
2014/7/19,豐原,WD_HR,109,115,97,58,59,46
2014/7/19,豐原,WIND_DIREC,92,118,69,44,65,58
2014/7/19,豐原,WIND_SPEED,1.6,1.5,0.7,1.4,2.1,1.8
2014/7/19,豐原,WS_HR,1.6,1.5,0.9,1,1.2,1
2014/7/20,豐原,AMB_TEMP,29,29,29,29,29,31
2014/7/20,豐原,CH4,1.5,1.5,1.5,1.5,1.5,1.5
2014/7/20,豐原,CO,0.28,0.28,0.28,0.28,0.26,0.25
2014/7/20,豐原,NMHC,0.09,0.09,0.09,0.09,0.12,0.16
2014/7/20,豐原,NO,2.3,2.3,2.3,2.3,2.2,1.6
2014/7/20,豐原,NO2,5.4,5.4,5.4,5.4,4.7,4.7
2014/7/20,豐原,NOx,7.7,7.7,7.7,7.7,6.9,6.3
2014/7/20,豐原,O3,30,30,30,30,30,39
2014/7/20,豐原,PM10,55,55,55,55,39,43
2014/7/20,豐原,PM2.5,18,18,18,18,15,15
2014/7/20,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/7/20,豐原,RH,81,81,81,81,77,70
2014/7/20,豐原,SO2,3.9,3.9,3.9,3.9,2.9,2.2
2014/7/20,豐原,THC,1.6,1.6,1.6,1.6,1.7,1.7
2014/7/20,豐原,WD_HR,199,199,199,199,204,215
2014/7/20,豐原,WIND_DIREC,201,201,201,201,193,218
2014/7/20,豐原,WIND_SPEED,1.8,1.8,1.8,1.8,2.6,3
2014/7/20,豐原,WS_HR,1.5,1.5,1.5,1.5,2.6,2.8
2014/8/1,豐原,AMB_TEMP,28,28,28,29,30,31
2014/8/1,豐原,CH4,1.6,1.6,1.6,1.6,1.6,1.6
2014/8/1,豐原,CO,0.16,0.16,0.19,0.28,0.22,0.23
2014/8/1,豐原,NMHC,0.01,0.01,0.02,0.05,0.04,0.08
2014/8/1,豐原,NO,0.9,1.1,1.3,2.1,2.1,2.3
2014/8/1,豐原,NO2,2.3,2.8,3.6,4.8,5.3,6.3
2014/8/1,豐原,NOx,3.2,3.9,4.8,6.9,7.4,8.5
2014/8/1,豐原,O3,31,33,29,30,34,41
2014/8/1,豐原,PM10,39,29,14,26,27,40
2014/8/1,豐原,PM2.5,11,13,18,13,11,20
2014/8/1,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/8/1,豐原,RH,78,75,73,75,72,68
2014/8/1,豐原,SO2,2.9,2.7,2.6,2.6,2.6,2.6
2014/8/1,豐原,THC,1.6,1.6,1.6,1.6,1.6,1.7
2014/8/1,豐原,WD_HR,169,165,171,174,181,186
2014/8/1,豐原,WIND_DIREC,166,171,165,173,184,193
2014/8/1,豐原,WIND_SPEED,2.8,3.1,3.3,3.9,3.8,4.9
2014/8/1,豐原,WS_HR,2.9,2.7,3.1,3.6,3.8,4.3
2014/8/2,豐原,AMB_TEMP,28,28,28,29,30,32
2014/8/2,豐原,CH4,1.6,1.6,1.6,1.6,1.6,1.6
2014/8/2,豐原,CO,0.17,0.18,0.24,0.33,0.33,0.33
2014/8/2,豐原,NMHC,0.03,0.02,0.04,0.12,0.33,0.38
2014/8/2,豐原,NO,1,1.3,1.3,1.7,2.4,2.4
2014/8/2,豐原,NO2,2.6,2.2,3.5,4.7,6.8,7.2
2014/8/2,豐原,NOx,3.6,3.5,4.8,6.4,9.2,9.6
2014/8/2,豐原,O3,37,40,38,35,37,44
2014/8/2,豐原,PM10,30,24,22,20,21,40
2014/8/2,豐原,PM2.5,20,18,12,15,13,18
2014/8/2,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/8/2,豐原,RH,82,78,75,69,65,60
2014/8/2,豐原,SO2,2.5,2.2,2.3,2.6,3,3.1
2014/8/2,豐原,THC,1.6,1.7,1.7,1.8,2,2
2014/8/2,豐原,WD_HR,186,179,183,192,195,198
2014/8/2,豐原,WIND_DIREC,182,185,194,195,198,202
2014/8/2,豐原,WIND_SPEED,4.1,4.5,3.7,3.9,5.2,6.5
2014/8/2,豐原,WS_HR,4,4,3.4,3.6,4.4,5.5
2014/8/3,豐原,AMB_TEMP,28,27,28,29,30,31
2014/8/3,豐原,CH4,1.6,1.6,1.6,1.6,1.6,1.6
2014/8/3,豐原,CO,0.18,0.19,0.25,0.25,0.32,0.29
2014/8/3,豐原,NMHC,0.04,0.05,0.06,0.07,0.1,0.1
2014/8/3,豐原,NO,1.5,1.9,3.7,2.1,3.5,2.6
2014/8/3,豐原,NO2,3.5,4.4,5.7,4,6.9,6.5
2014/8/3,豐原,NOx,5,6.4,9.3,6.1,10,9
2014/8/3,豐原,O3,22,20,19,24,29,38
2014/8/3,豐原,PM10,40,44,30,32,30,45
2014/8/3,豐原,PM2.5,21,18,20,22,20,24
2014/8/3,豐原,RAINFALL,NR,NR,NR,NR,NR,NR
2014/8/3,豐原,RH,86,87,86,79,70,60
